id,name,profile_name_searchable,mbti,enneagram,personality_type,instinctual_variant,tritype,socionics,temperament,attitudinal_psyche,sloan,alignment,classic_jungian,big5_extraversion,big5_neuroticism,big5_conscientiousness,big5_agreeableness,big5_openness,functions,property_id,cat_id,category,sub_cat_id,subcategory,category_is_fictional,vote_count,vote_count_mbti,vote_count_enneagram,total_vote_counts,comment_count,watch_count,contributor,contributor_create_date,type_updated_date,is_active,is_approved,allow_voting,allow_commenting,profile_image_url,wiki_description,source_file,source_index,length_of_description
3920,Beast,thebeastprinceadam,ISFP 4w3,4w3,ISFP - 4w3 - sx/sp - 486 - IF(S) - ESI - EFVL - Melancholic-Choleric - Extraversion 25% - Neuroticism 75% - Agreeableness 25% - Conscientiousness 25% - Openness 50% - RLUEN - Neutral Good,sx/sp,486,ESI,Melancholic-Choleric,EFVL,RLUEN,Neutral Good,IF(S),Extraversion 25%,Neuroticism 75%,Conscientiousness 25%,Agreeableness 25%,Openness 50%,"Fi, Se, Ni, Te",2,3,Movies,557,Beauty and the Beast (Franchise),TRUE,924,924,502,2251,337,1961,the nameless,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/94f59ccd/profile_images/4de6e9fcdb5049bb9bd11d9244e5f828.png,"The Beast is the male protagonist of Disney's 1991 animated feature film Beauty and the Beast. A young prince who once lived a pampered life, he was notoriously selfish and unkind in his youth. As punishment for his cruel behavior, the prince was cursed by a mysterious Enchantress and transformed into a hideous beast. Only by loving another and earning their love in return, would the spell be broken. The Beast is based on the titular creature from the folklore on which the film is based. In contrast to the original fairy-tale, Disney's iteration of the character was developed as a callous, almost-villainous force whom steadily redeems himself throughout the story. To that end, the Beast's narrative arc emphasizes the film's moral that ""true beauty comes from within"".",pdb_v9_dump_part4.json,641,777
1688582,"Coriolanus ""Coryo"" Snow",Young Coriolanus Snow,ENTJ 3w2,3w2,ENTJ - 3w2 - so/sp - 368 - ET(N) - LIE - FLVE - Choleric-Melancholic - Extraversion 75% - Neuroticism 50% - Agreeableness 25% - Conscientiousness 100% - Openness 75% - SCOEI - Lawful Evil,so/sp,368,LIE,Choleric-Melancholic,FLVE,SCOEI,Lawful Evil,ET(N),Extraversion 50%,Neuroticism 50%,Conscientiousness 100%,Agreeableness 25%,Openness 50%,"Te, Ni, Se, Fi",2,3,Movies,31578,The Ballad of Songbirds and Snakes (2023),TRUE,1502,1502,251,2211,303,42914,Yuyong,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/4220a4a0/profile_images/b398c849d0684c309518af686d16e960.png,"Coriolanus Snow was a tyrannical president of Panem. In his youth, he was known by the nickname Coryo, originally given to him by Tigris. Before becoming president, he attended the Academy in the Capitol, where he mentored the winning tribute of the 10th Hunger Games. He later moved on to advanced military studies at the University. He also served a brief stint in the Peacekeepers, demonstrating such aptitude that he tested successfully for an elite program to become an officer with the Peacekeepers, though ultimately he did not pursue this path. While attending the University and studying advanced military strategy, he also served as an apprentice Gamemaker, quickly instituting several new reforms to the Games, including the creation of the Victors' Village. Snow had been raised on the belief that his family name meant prestige and power. His experience, however, was tempered by the fact that he was an orphan and the loss of his family's fortune. #NearPureEvils",pdb_v10_dump_part121.json,37,976
594,Snow White,snowwhite,ESFJ 2w1,2w1,ESFJ - 2w1 - so/sx - 296 - EF(S) - ESE - FELV - Phlegmatic-Sanguine - Extraversion 75% - Neuroticism 25% - Agreeableness 100% - Conscientiousness 75% - Openness 50% - SCOAN - Neutral Good,so/sx,296,ESE,Phlegmatic-Sanguine,FELV,SCOAN,Neutral Good,EF(S),Extraversion 75%,Neuroticism 25%,Conscientiousness 75%,Agreeableness 100%,Openness 50%,"Fe, Si, Ne, Ti",2,3,Movies,564,Snow White and the Seven Dwarfs (1937),TRUE,787,787,454,2158,192,1247,Mark Christie,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/5549d72e/profile_images/95f70c6b993b433a84244202ed58b8a9.png,"Snow White is the titular protagonist of Disney's first animated feature-length film, Snow White and the Seven Dwarfs. She is a young princess; the ""Fairest One of All"", whose beauty is defined by her inherent kindness and purity. Shortly after discovering love in a charming Prince, Snow White learned that her jealous stepmother, the Evil Queen, was determined to kill her. Snow White forcibly ran away from home to escape the Queen's wrath, but found shelter in the cottage of seven dwarfs. Under the care of her new companions, Snow White dreamed of reuniting with her prince and living happily ever after.",pdb_v9_dump_part1.json,746,610
5482,John Kramer “Jigsaw”,johnkramer“jigsaw”,INFJ 1w2,1w2,INFJ - 1w2 - so/sp - 152 - IN(F) - LSI - LEVF - Melancholic-Choleric - Extraversion 25% - Neuroticism 50% - Agreeableness 50% - Conscientiousness 75% - Openness 75% - RCOEI - Lawful Evil,so/sp,152,LSI,Melancholic-Choleric,LEVF,RCOEI,Lawful Evil,IN(F),Extraversion 25%,Neuroticism 50%,Conscientiousness 75%,Agreeableness 50%,Openness 100%,"Ni, Fe, Ti, Se",2,3,Movies,713,Saw Series (2004),TRUE,815,815,437,2060,483,6876,Hamza Ilarzeg,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/47c68f83/profile_images/5ac681a1096d47ada827a098dc42d5be.png,"John Kramer was a civil engineer who was driven to become the Jigsaw Killer after a series of tragic events and circumstances — his unborn son was killed when his wife, Jill, had a miscarriage; this caused John to drive her away, making her divorce him. John was later diagnosed with an inoperable tumor, which led to cancer. When his insurance company turned down an experimental treatment that could have potentially saved his life (or at least prolonged it), John attempted suicide. When he survived, his new outlook on life became his motivation to become the Jigsaw Killer. Jigsaw kidnaps people that he believes aren't valuing their lives or are intentionally hurting others, then forces them to go through sadistic ""games"" where there are usually only two outcomes: live (and gain a new outlook on life) or die. #SympatheticVillains #INFJVillains",pdb_v9_dump_part6.json,428,853
110331,"Klara Risinger ""Stormfront""",stormfront,ESTP 7w8,7w8,ESTP - 7w8 - so/sx - 738 - ET(S) - SLE - VFLE - Choleric-Sanguine - Extraversion 100% - Agreeableness 0% - Conscientiousness 25% - Openness 25% - SCOEN - Chaotic Evil,so/sx,738,SLE,Choleric-Sanguine,VFLE,SCOEN,Chaotic Evil,ET(S),Extraversion 100%,Neuroticism 25%,Conscientiousness 25%,Agreeableness 0%,Openness 25%,"Se, Ti, Fe, Ni",2,2,Television,4469,The Boys (2019),TRUE,685,685,336,1983,338,332,the nameless,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/7a4db519/profile_images/81f2e885e96a4215863e74464fa4522d.png,"Stormfront (formerly known as Liberty, real name Klara Risinger) is one of the main antagonists of the second season of the Amazon series The Boys. She is a superhero who replaces Translucent as a member of The Seven. Stormfront joined the Seven after Translucent's death became public and soon became a brief rival to Homelander before the two became lovers. She is adept at using social media and has a large following online. Though she denies it in public, Stormfront is a closet Nazi who used her position as a member of the Seven to promote her white supremacist agenda. Her public persona as an edgy, trendy and virtuous hero is a facade for her recklessness, racism and sadistic tendencies, which surpass that of even Homelander. #NearPureEvil",pdb_v9_dump_part92.json,594,751
11336,Esther Coleman,esthercoleman,INFJ 2w3,2w3,INFJ - 2w3 - sx/sp - 268 - EF(N) - EIE - FEVL - Melancholic-Choleric - Extraversion 50% - Neuroticism 75% - RLOEI - Neutral Evil,sx/sp,268,EIE,Melancholic-Choleric,FEVL,RLOEI,Neutral Evil,EF(N),Extraversion 50%,Neuroticism 75%,Conscientiousness 75%,Agreeableness 25%,Openness 75%,"Ni, Fe, Ti, Se",2,3,Movies,1505,Orphan (2009-2022),TRUE,1046,1046,429,1951,332,2637,Jachn,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/327dde0f/profile_images/491c6c9216d147e297c1c4ca6f5e5a3c.png,"Esther Coleman (real name: Leena Klammer) is the titular main antagonist of the 2009 horror film Orphan and will return as the titular protagonist of its upcoming prequel Orphan: First Kill. Esther is presumed to be a 9-year-old Russian girl who now has a foster family named The Colemans (Kate Coleman, John Coleman, Max Coleman, and Daniel Coleman). However, she is actually a 33-year-old Estonian woman and she has a hypopituitary disorder that makes her look much younger than she actually is. She was portrayed by Isabelle Fuhrman. Esther Coleman is a serial killer who has already murdered at least 7 people that they know of. For this, she was later caught and placed in the Saarne Institute. She was one of the wildest and violent patients, who would always hurt the staff employees.",pdb_v9_dump_part11.json,570,791
5513,Judge Claude Frollo,judgeclaudefrollo,INTJ 1w2,1w2,INTJ - 1w2 - sx/so - 163 - ET(S) - LSI - VLFE - Choleric-Melancholic - Extraversion 50% - Neuroticism 75% - Agreeableness 0% - Conscientiousness 100% - Openness 25% - RLOEN - Lawful Evil,sx/so,163,LSI,Choleric-Melancholic,VLFE,RLOEN,Lawful Evil,ET(S),Extraversion 50%,Neuroticism 75%,Conscientiousness 100%,Agreeableness 0%,Openness 25%,"Ni, Te, Fi, Se",2,3,Movies,718,The Hunchback of Notre Dame (1996),TRUE,1291,1291,380,1905,454,3163,Squib,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/65b5aebb/profile_images/ce5de370af2a46be94df383acab6fac7.png,"Judge Claude Frollo is the main antagonist of Disney's 1996 animated feature film The Hunchback of Notre Dame. He is a powerful Parisian justice minister, who, after a series of sensitive circumstances, becomes the begrudged caretaker of the deformed Quasimodo. Aside from his political authority, Frollo is a religious zealot with intolerance for sinners. He believes the Romani people to be the most heinous of all malefactors, and therefore dedicates twenty years of his life to eradicating them. Frollo's self-imposed mission drives him to perform inhumane acts of violence, all the while using his loyalty to God as justification. With a majority of the film's heavy thematic elements being directly tied to Frollo's story arc — such as religion, lust, and genocide — he is widely considered to be amongst the most complex and darkest Disney villains of all time.",pdb_v9_dump_part5.json,935,868
1943,King Julien XIII,kingjulienxiii,ENFP 3w4,3w4,ENFP - 3w4 - so/sx - 378 - SEE - FEVL - Sanguine [Dominant] - Extraversion 100% - Neuroticism 50% - Agreeableness 25% - Conscientiousness 25% - SCUEI - Chaotic Neutral,so/sx,378,SEE,Sanguine [Dominant],FEVL,SCUEI,Chaotic Neutral,EN(F),Extraversion 100%,Neuroticism 50%,Conscientiousness 0%,Agreeableness 25%,Openness 50%,"Ne, Fi, Te, Si",2,3,Movies,248,Madagascar (Franchise),TRUE,845,845,367,1889,126,2971,Kicking Lettuce,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/ac4299fe/profile_images/73762f6369254a448873b16b0c3803b6.png,"King Julien XIII is an eccentric, fun-loving, and somewhat self-important ring-tailed lemur. As a self-proclaimed lord of the lemurs, Julien ruled over a great colony of lemurs in Madagascar using mostly his charisma and delegating, i.e. telling other people what they should do since he certainly had very little ability to lead. Nevertheless, he shows more intelligence and calmness compared to the other lemurs (aside from Maurice), which is shown when the very word ""Fossa"" drives all of them, except himself and Maurice, into a state of panic. He had parties for his people on Madagascar with much frequency.",pdb_v9_dump_part3.json,330,613
2928,Jasmine,jasmine,ESFP 8w7,8w7,ESFP - 8w7 - sx/so - 872 - ES(F) - SEE - VFLE - Choleric-Phlegmatic - Extraversion 100% - Neuroticism 50% - Agreeableness 50% - Conscientiousness 25% - Openness 75% - SLUEI - Neutral Good,sx/so,872,SEE,Choleric-Phlegmatic,VFLE,SLUEI,Neutral Good,ES(F),Extraversion 100%,Neuroticism 50%,Conscientiousness 25%,Agreeableness 50%,Openness 75%,"Se, Fi, Te, Ni",2,3,Movies,374,Aladdin (1992),TRUE,869,869,382,1876,188,1790,Katherine Lester,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/3fde3cdc/profile_images/1000a907bcfc462f95384c6436c8cded.png,"Princess Jasmine is the deuteragonist of Disney's 1992 animated feature film Aladdin. She is the independent and rebellious princess of Agrabah, a Middle Eastern kingdom ruled by her father, the Sultan. As the future Sultana, Jasmine has a strong sense of obligation to her kingdom. Because of outdated laws, however, she was forbidden to go beyond the palace walls and was forced to follow unjust practices. Refusing to be treated like a sheltered object, Jasmine desperately aspires to diverge from her societal confines, to live a life where she is free to make her own choices. Jasmine is loosely based on the character of Princess Badroulbadour from the Aladdin fairy tale featured in the One Thousand and One Nights storybook collection. She is also the sixth official member of the Disney Princess line-up, and the first to be of non-Caucasian descent.",pdb_v9_dump_part3.json,597,859
17696,Tori Vega,torivega,ESFJ 3w2,3w2,ESFJ - 3w2 - so/sp - 316 - EF(S) - ESE - VEFL - Sanguine [Dominant] - Extraversion 75% - Agreeableness 75% - Conscientiousness 75% - Openness 50% - SLOAN - Neutral Good,so/sp,316,ESE,Sanguine [Dominant],VEFL,SLOAN,Neutral Good,EF(S),Extraversion 75%,Neuroticism 75%,Conscientiousness 75%,Agreeableness 75%,Openness 50%,"Fe, Si, Ne, Ti",2,2,Television,2085,Victorious (2010),TRUE,706,706,390,1845,236,1981,randomsnowflake,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/e00d88fb/profile_images/369f8a0c070341f58242bc2c80179c02.png,"Tori Vega is the main protagonist of the hit Nickelodeon show, Victorious (Portrayed by #VictoriaJustice). She experiences the biggest change of her life during the Big Showcase when she transfers from Sherwood High School to Hollywood Arts. This enables her to learn more about her craft (acting, singing, and dancing) and make new friends and frenemies. Though she is still sometimes out of her element, she is quickly learning how things work at Hollywood Arts and really doesn't know what's coming next at the anything but ordinary school. She is one of the four main characters to appear in every episode.",pdb_v9_dump_part17.json,62,610
11031,"Buddy Pine ""Syndrome""",buddypine“syndrome”,ENFP 3w4,3w4,ENFP - 3w4 - sx/so - 478 - EN(F) - EIE - ELVF - Choleric-Sanguine - Extraversion 100% - Neuroticism 75% - Agreeableness 25% - Conscientiousness 50% - Openness 100% - SLOEI - Chaotic Evil,sx/so,478,EIE,Choleric-Sanguine,ELVF,SLOEI,Chaotic Evil,EN(F),Extraversion 100%,Neuroticism 75%,Conscientiousness 50%,Agreeableness 25%,Openness 100%,"Ne, Fi, Te, Si",2,3,Movies,832,The Incredibles (Franchise),TRUE,715,715,380,1836,270,1051,the nameless,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/946669b5/profile_images/fa58417878dd482390ea5a1565f17a28.png,"Syndrome (real name Buddy Pine) is the main antagonist of the 2004 Disney•Pixar animated film The Incredibles. He originally wanted to be a sidekick to his then-idol Mr. Incredible as Incrediboy. However, Mr. Incredible had no interest in such a concept and considered it risky behavior. Pine did not accept this and believed that Mr. Incredible (and superheroes in general) were now nothing remarkable. To take revenge on Mr. Incredible, he became a supervillain and devoted his life to his vendetta. He used his high intellect to manufacture high-tech weaponry, making tremendous amounts of money as an arms dealer and buying a private island. He then masterminded his plan to kill all superheroes through deploying all terrain killing machines known as Omnidroids. Should a Super defeat an Omnidroid, Syndrome would put his plan on hiatus to analyze what happened then later deploy upgraded models.",pdb_v9_dump_part11.json,224,901
751,Olaf,olaf,ENFP 7w6,7w6,ENFP - 7w6 - so/sx - 729 - EN(F) - IEE - ELFV - Sanguine [Dominant] - Extraversion 100% - Neuroticism 50% - Agreeableness 75% - Conscientiousness 0% - Openness 100% - SCUAI - Chaotic Good,so/sx,729,IEE,Sanguine [Dominant],ELFV,SCUAI,Chaotic Good,EN(F),Extraversion 100%,Neuroticism 50%,Conscientiousness 0%,Agreeableness 75%,Openness 100%,"Ne, Fi, Te, Si",2,3,Movies,92,Frozen (Franchise),TRUE,899,899,384,1827,103,63073,the nameless,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/b359cefb/profile_images/bc6a29f0ba254288b41ae9ae6278bc5e.png,"Olaf is a fictional character from Disney's Frozen franchise, produced by Walt Disney Animation Studios. Olaf is first presented in Frozen (2013) as an animate snowman created by Elsa and Anna in their childhood. He then reappears as an anthropomorphic character in the film as Anna searches for her runaway sister in hopes of restoring summer. Olaf has reappeared when Elsa accidentally turns Arendelle into a wintery abyss. Olaf helps Anna and Kristoff find Elsa and journeys with them all the way back to the kingdom, where he remains part of the sisters' lives and appears again in the 2019 film, Frozen II.",pdb_v9_dump_part1.json,808,611
2683,Ginny Weasley,ginnyweasley,ISFJ 6w7,6w7,ISFJ - 6w7 - so/sx - 692 - IS(F) - ESI - FLEV - Phlegmatic-Sanguine - Extraversion 25% - Neuroticism 25% - Agreeableness 75% - Openness 25% - RCOAN - Neutral Good,so/sx,692,ESI,Phlegmatic-Sanguine,FLEV,RCOAN,Neutral Good,IS(F),Extraversion 25%,Neuroticism 25%,Conscientiousness 100%,Agreeableness 75%,Openness 25%,"Si, Fe, Ti, Ne",2,3,Movies,87,Harry Potter (Film Series),TRUE,1272,1272,281,1825,158,1128,Cato Oomen,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/6402987a/profile_images/ce9fa45e53e94475bcf167bfc4063cfd.png,"Ginevra Molly ""Ginny"" Potter (née Weasley) (b. 11 August, 1981), occasionally known as Gin by Harry Potter, was an English pure-blood witch, the youngest daughter of Arthur and Molly Weasley (née Prewett), and the youngest sister of Bill, Charlie, Percy, the late Fred, George and Ron. She was the first female to be born into the Weasley line for several generations. Ginny was a forceful, independent girl who often knew her own mind. She had an energetic, lively personality. Ginny also was known to be quick-witted, funny, and could often make others laugh even when they were feeling down. However, when she was young and in love with Harry in the early years of their friendship, she became shy and withdrawn in his presence. On the advice of their friend Hermione, she overcame it. #BonnieWright as Ginny Weasley",pdb_v9_dump_part3.json,417,819
286885,Tom Riddle,tomriddle,INTJ 3w4,3w4,INTJ - 3w4 - sp/so - 385 - ET(N) - LIE - VLFE - Melancholic-Choleric - Extraversion 50% - Neuroticism 75% - Agreeableness 0% - Openness 100% - RLOEI - Neutral Evil,sp/so,385,LIE,Melancholic-Choleric,VLFE,RLOEI,Neutral Evil,ET(N),Extraversion 50%,Neuroticism 75%,Conscientiousness 100%,Agreeableness 0%,Openness 100%,"Ni, Te, Fi, Se",2,3,Movies,87,Harry Potter (Film Series),TRUE,783,783,348,1803,176,3835,Heah,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/655896af/profile_images/0954e3cf2eeb4774a8e28a3d02ea6418.png,"Tom Marvolo Riddle was born on 31 December, 1926 at Wool's Orphanage in London. His mother Merope staggered to the door of the orphanage, gave birth to Tom there, and died shortly after. Riddle grew up in the dingy orphanage, completely unaware of his wizarding heritage. Despite his ignorance of his mother's true background, Riddle did have some grasp on his abilities beyond that of normal magical children of his same age, and an unusually high degree of control over them. He could move objects with his mind and cause them to float wherever he wished, manipulate animals and creatures as he wished, speak Parseltongue, and use his power to inflict harm on other orphans. Riddle's abuse of his wizarding powers alarmed Albus. He resolved to keep a close eye on him, something he should have done in any case, seeing as he was ""alone and friendless"".",pdb_v9_dump_part233.json,233,854
891,Astrid Hofferson,astridhofferson,ISTJ 8w9,8w9,ISTJ - 8w9 - sx/so - 863 - ET(S) - LSI - VFLE - Choleric [Dominant] - Extraversion 50% - Neuroticism 50% - Agreeableness 25% - Conscientiousness 75% - Openness 50% - RCOEN - Neutral Good,sx/so,863,LSI,Choleric [Dominant],VFLE,RCOEN,Neutral Good,ET(S),Extraversion 50%,Neuroticism 50%,Conscientiousness 75%,Agreeableness 25%,Openness 50%,"Si, Te, Fi, Ne",2,3,Movies,103,How to Train Your Dragon (Franchise),TRUE,825,825,377,1770,166,2057,Cassie,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/3ae35e95/profile_images/8f636cefbb9f497a80f8cb7f2a26da64.png,"Astrid Hofferson is a Viking warrior of the Hooligan tribe. She's smart, striking, beautiful, and her determined and strong personality makes her hard to impress. Astrid is 15 years old in How to Train Your Dragon and 20 in the sequel. She's Hiccup's love interest in the first film and the series DreamWorks: Dragons, and becomes his official girlfriend in Race to the Edge season 4, in the episode ""Blindsided"". She becomes Hiccup's wife, and thus the Chieftess of Berk at the end of the third film. In spite of her initial fall outs with Hiccup and disdain toward dragons, Astrid ends up becoming his lifelong confidante, thanks to Toothless, and quickly adapts to a life with dragons. Noteworthy, she is the only Viking teen without a helmet in the film as well as in the three shorts and episodes (although Hiccup received a helmet from his father as a gift during the film, he rarely wears it).",pdb_v9_dump_part1.json,608,900
750,Kristoff Bjorgman,kristoffbjorgman,ISTP 9w8,9w8,ISTP - 9w8 - sp/so - 963 - IS(T) - SLI - FLEV - Phlegmatic [Dominant] - Extraversion 25% - Neuroticism 25% - Agreeableness 75% - Conscientiousness 50% - Openness 25% - RCUAN - Neutral Good,sp/so,963,SLI,Phlegmatic [Dominant],FLEV,RCUAN,Neutral Good,IS(T),Extraversion 25%,Neuroticism 25%,Conscientiousness 50%,Agreeableness 75%,Openness 25%,"Ti, Se, Ni, Fe",2,3,Movies,92,Frozen (Franchise),TRUE,856,856,358,1766,184,3485,the nameless,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/b532717c/profile_images/69c326bf0cad41488bbb223ea7280d4e.png,"Kristoff Bjorgman is the tritagonist of the Frozen franchise. He is a Sami outdoorsman that worked as an ice harvester with his reindeer Sven. Having been an orphan who was raised by a colony of trolls in the mountains, Kristoff was initially wary of humans, believing them to be untrustworthy, cheating crooks. His outlook would slowly change upon meeting Princess Anna, whose warmheartedness would prove that people aren't as bad as Kristoff believed. By the end of their adventure, Kristoff developed a romantic relationship with Anna, and was welcomed into the royal family of Arendelle. Three years into their relationship, Kristoff proposed to Anna, thus becoming her fiancé.",pdb_v9_dump_part1.json,776,681
4351,WALL-E,walle,INFP 9w1,9w1,INFP - 9w1 - sx/sp - 946 - IF(N) - EII - ELFV - Phlegmatic-Melancholic - Extraversion 50% - Neuroticism 50% - Agreeableness 100% - Conscientiousness 50% - Openness 75% - RCUAI - Neutral Good,sx/sp,946,EII,Phlegmatic-Melancholic,ELFV,RCUAI,Neutral Good,IF(N),Extraversion 50%,Neuroticism 50%,Conscientiousness 50%,Agreeableness 100%,Openness 75%,"Fi, Ne, Si, Te",2,3,Movies,528,WALL-E (2008),TRUE,837,837,383,1766,265,6208,the nameless,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/72a0d242/profile_images/315846b1388a4f6a9d7342a75d8a3261.png,"WALL- E (Waste Allocation Load Lifter - Earth-Class, with the formal designation N. 62675) is the titular protagonist of the 2008 Disney/Pixar animated feature film of the same name. He is the last active unit of a line of waste-collector drones created by the Buy n Large corporation initially programmed to haul the garbage plaguing Earth in the distant future. Unexpectedly, his years of loneliness and unending work allowed him to gain a consciousness of his own, and a wish for something else in life to come. One day, his world is turned upside-down when he meets another robot from outer space.",pdb_v9_dump_part4.json,823,601
10957,Howard Hamlin,howardhamlin,ESTJ 3w2,3w2,ESTJ - 3w2 - so/sp - 316 - ET(S) - LSE - FVLE - Phlegmatic-Choleric - Extraversion 75% - Neuroticism 25% - Agreeableness 75% - Conscientiousness 100% - Openness 50% - SCOAN - Lawful Good,so/sp,316,LSE,Phlegmatic-Choleric,FVLE,SCOAN,Lawful Good,ET(S),Extraversion 75%,Neuroticism 25%,Conscientiousness 100%,Agreeableness 75%,Openness 50%,"Te, Si, Ne, Fi",2,2,Television,1451,Better Call Saul (2008),TRUE,687,687,318,1763,184,272,Wolfsbane,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/d9d6fbb8/profile_images/1d186ead63244fb0a95d6a141997a2e5.png,"Howard G. Hamlin is an American corporate lawyer from Albuquerque, New Mexico, best known as the owner and CEO of Hamlin, Hamlin & McGill (HHM), a large and respected law firm that originally established by Howard's father George and Chuck McGill, who later added Howard as one of the managing partners. Howard Hamlin was a successful member of Albuquerque's legal community, and spoke and acted in a thoughtful and professional manner. However, due to his golden-boy image and position as a name partner of HHM, he sometimes came off as arrogant, a trait that vexed Jimmy as he considered Howard responsible for his station in life. Many of his decisions came across as unfairly strict, such as when he reassigned Kim to document review as punishment for losing the Kettleman case; giving him the image of an uncaring corporate overlord from Jimmy's perspective. He initially blocked Jimmy from working as a lawyer at HHM, although this was revealed to be at the behest of Chuck.",pdb_v9_dump_part11.json,14,980
48128,"Earving ""Black Noir""",blacknoir,INTP 9w8,9w8,INTP - 9w8 - sp/sx - 954 - IS(T) - SLI - FLEV - Phlegmatic-Melancholic - Extraversion 0% - Neuroticism 50% - Agreeableness 25% - Conscientiousness 75% - Openness 75% - RCOEI - True Neutral,sp/sx,954,SLI,Phlegmatic-Melancholic,FLEV,RCOEI,True Neutral,IS(T),Extraversion 0%,Neuroticism 25%,Conscientiousness 75%,Agreeableness 25%,Openness 75%,"Ti, Ne, Si, Fe",2,2,Television,4469,The Boys (2019),TRUE,863,863,340,1757,286,1353,Francesco Avella ESTJ,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/28e41095/profile_images/2237142128064688b73f2eecefa72f43.png,"Black Noir is one of the main characters in the Amazon series The Boys. He is a darkly-costumed superhero, pilot, and a member of The Seven. Silent, stealthy, and enigmatic, Black Noir is The Seven’s superpowered ninja. His super strength, regeneration, and heightened senses are matched only by his proficiency in the martial arts. Criminals run in terror at the mere mention of his name. Little is known about this lethal warrior, other than having trained with a master sensei to become the death dealer he is at present. Whatever lies behind Black Noir’s mask is a complete mystery – which only makes him more terrifying.",pdb_v9_dump_part43.json,322,625
1960,Robin Scherbatsky,robinscherbatsky,ISTP 8w7,8w7,ISTP - 8w7 - sp/so - 836 - ES(T) - SLE - FVLE - Choleric-Phlegmatic - Extraversion 50% - Agreeableness 25% - Conscientiousness 50% - RLUEN - True Neutral,sp/so,836,SLE,Choleric-Phlegmatic,FVLE,RLUEN,True Neutral,ES(T),Extraversion 50%,Neuroticism 75%,Conscientiousness 50%,Agreeableness 25%,Openness 25%,"Ti, Se, Ni, Fe",2,2,Television,251,How I Met Your Mother (2005),TRUE,1485,1485,380,1753,261,1106,Liz Whittemore,#######,#######,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/28007ddc/profile_images/dcaa1bfae1d54d199e8f9b2adf475ef5.png,"Robin Charles Scherbatsky, Jr. (born July 23, 1980) is one of the five main characters of How I Met Your Mother, portrayed by #CobieSmulders. Her dad is Robin Scherbatsky Sr., and she has a younger sister, named Katie. She is a Scotch-drinking, cigar-smoking, gun-toting Canadian pop-star-turned-journalist-turned-morning-show-host. In the finale, it is shown that by 2020 she had risen to stardom at World Wide News as their foreign correspondent, but recently decided to take a news anchor position and settle down in New York again. Robin is tomboyish, hardcore and sarcastic. She is often emotionally closed off, Barney has described her as being one of the most ""secretive people he knew"" and remains a closed book to her friends. The fragments of her past she does divulge reveal her childhood to be traumatic as the estranged relationship with her father is a cause of her tomboyish and sometimes violent hobbies, idiosyncrasies and tendencies as an adult.",pdb_v9_dump_part2.json,716,963
