id,name,profile_name_searchable,mbti,enneagram,personality_type,instinctual_variant,tritype,socionics,temperament,attitudinal_psyche,sloan,alignment,classic_jungian,big5_extraversion,big5_neuroticism,big5_conscientiousness,big5_agreeableness,big5_openness,functions,property_id,cat_id,category,sub_cat_id,subcategory,category_is_fictional,vote_count,vote_count_mbti,vote_count_enneagram,total_vote_counts,comment_count,watch_count,contributor,contributor_create_date,type_updated_date,is_active,is_approved,allow_voting,allow_commenting,profile_image_url,wiki_description,source_file,source_index
1022936,Marty,Bland Villain looking dude,ESFP 2w3,2w3,ESFP - 2w3 - sx/so - 835 - EF(S) - ESE - VELF - Agreeableness 0% - Lawful Evil,sx/so,835,ESE,Choleric-Sanguine,VELF,SLUEN,Lawful Evil,EF(S),Extraversion 100%,Neuroticism 75%,Conscientiousness 0%,Agreeableness 0%,Openness 25%,"Se, Fi, Te, Ni",2,7,Cartoons,33847,Alien Stage,TRUE,34,34,13,104,14,45,Kotogi,2023/1/18 18:34,2025/12/18 1:07,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/56da9ee2/profile_images/d06093e6f2644996a13232bf77916785.png,Competed with Ivan on the 3rd round of Alien Stage.,pdb_v10_dump_part2.json,343
1023564,Candonga,Candonga,ENFP 7w6,7w6,7w6 - SLUEN,sx/so,873,SLE,Choleric [Dominant],VFLE,SLUEN,Chaotic Evil,ES,Extraversion 100%,Neuroticism 75%,Conscientiousness 0%,Agreeableness 0%,Openness 0%,"?, ?, ?, ?",2,2,Television,35775,Pablo Escobar: The Drug Lord,TRUE,6,6,5,26,1,0,the nameless,2023/1/18 19:55,2025/7/4 5:37,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/c4e6e303/profile_images/25704e36eb154bdf84e1e8257fc71817.png,,pdb_v10_dump_part2.json,387
1026142,Logan,Logan,ENTP,3w4,ENTP - EFVL - Neuroticism 75% - SCUEN - True Neutral,sp/so,385,,Choleric [Dominant],,RCUEN,Chaotic Neutral,,Extraversion 50%,Neuroticism 75%,Conscientiousness 50%,Agreeableness 25%,Openness 50%,"Ne, Ti, Fe, Si",2,3,Movies,28865,Malibu Rescue,TRUE,5,5,3,16,0,0,the nameless,2023/1/19 2:24,2025/12/26 7:44,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/1c2d9cbd/profile_images/ca2cd3aec69a4c19b3132b9a83ff37a9.png,,pdb_v10_dump_part2.json,476
1025990,Count Bleck's Father,Count Bleck's Father,ESTJ 1w2,1w2,ESTJ - so/sp - ET(S) - LSI - Choleric [Dominant] - Neuroticism 75% - Agreeableness 25% - SLOEN - Lawful Evil,so/sp,136,LSE,Choleric [Dominant],VFLE,RLOEN,Lawful Evil,ET(S),Extraversion 50%,Neuroticism 50%,Conscientiousness 100%,Agreeableness 0%,Openness 25%,"Te, Si, Ne, Fi",2,11,Gaming,4173,Paper Mario (Series),TRUE,3,3,2,27,0,2,SIH,2023/1/19 1:58,2025/7/5 13:52,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/562ca56f/profile_images/0adc70dad12442cab4e4c7039e96221c.png,"Count Bleck¡¯s father was a member of the Tribe of Darkness. Little is known about him, and he is only mentioned in a few of Blumiere's backstory segments in Super Paper Mario. Blumiere's father did not accept the love his son expressed for the human, Lady Timpani, since marrying anyone outside of the tribe was forbidden out of fear that their powerful magic bloodline would become diluted, as explained by Carson. Upon learning that the two lovers were planning to elope, Blumiere's father stopped their marriage by using his magic powers to curse Timpani to wander the dimensions until the day she died. Losing Timpani spurred Blumiere to steal the Dark Prognosticus from the care of his tribe so that he could destroy the world that took his love away. Blumiere's father begged him to stop, but Blumiere, now calling himself Count Bleck, killed him and wiped out the rest of the Tribe of Darkness as the first step towards destroying the world. #CompleteMonster",pdb_v10_dump_part2.json,480
1031306,Derek,Derek,ESTP 7w8,7w8,ESTP - 7w8 - SP9 - 739,so/sx,729,,,FLEV,,Chaotic Good,EN(T),Extraversion 75%,Neuroticism 25%,Conscientiousness 50%,Agreeableness 50%,Openness 100%,"Se, Ti, Fe, Ni",2,2,Television,36297,Shrinking,TRUE,19,19,3,33,2,2,oof.thatwasawkward,2023/1/19 19:54,2025/1/4 20:58,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/a5ec0aa8/profile_images/ef31b087193a45bca1210501a5711ce0.png,,pdb_v10_dump_part2.json,625
1034047,Duan Jia Xu,DuanJiaXu,ENFJ 2w3,2w3,ENFJ - 2w3 - so/sx - 926 - EF(N) - ESE - Neuroticism 100% - Conscientiousness 100% - SCOAI - Neutral Good,so/sx,926,ESE,Sanguine-Phlegmatic,FVLE,SCOAI,Neutral Good,EF(N),Extraversion 100%,Neuroticism 100%,Conscientiousness 100%,Agreeableness 100%,Openness 100%,"Fe, Ni, Se, Ti",2,2,Television,36305,Hidden Love (2023),TRUE,167,167,36,248,26,297,nahyul,2023/1/20 3:45,2025/12/15 5:22,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/a18bd946/profile_images/847113fcb660420eab1b49af80416de1.png,Hidden Love's male lead in love with Sang Zhi,pdb_v10_dump_part2.json,710
1034531,Spacecrew,Spacecrew,ESFJ 2w1,2w1,ESFJ - 2w1 - sx/so - IS(T) - FVLE - Neuroticism 25% - Agreeableness 75% - Conscientiousness 100% - Openness 75%,sx/so,163,LSE,Melancholic [Dominant],FVLE,RCOAI,Lawful Good,IS(T),Extraversion 50%,Neuroticism 25%,Conscientiousness 100%,Agreeableness 75%,Openness 75%,"Fe, Si, Ne, Ti",2,11,Gaming,36306,Super Sus,TRUE,4,4,3,30,1,0,Chamaleon-Man_22 ??,2023/1/20 5:42,2026/1/2 17:58,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/16af5257/profile_images/450a595594434a95ae3ddebd21a12250.png,,pdb_v10_dump_part2.json,720
1034532,Impostor,Impostor,ENTP 3w4,3w4,ENTP - 3w4 - VLFE - Openness 75% - Lawful Evil,sp/so,316,LIE,Choleric [Dominant],VLFE,SCOEI,Lawful Evil,ET(N),Extraversion 75%,Neuroticism 0%,Conscientiousness 75%,Agreeableness 0%,Openness 75%,"Ne, Ti, Fe, Si",2,11,Gaming,36306,Super Sus,TRUE,3,3,2,20,1,0,Chamaleon-Man_22 ??,2023/1/20 5:42,2026/1/6 6:42,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/1ad7ea23/profile_images/4b77ebef86724e0cbe71986789c54c93.png,,pdb_v10_dump_part2.json,721
1036244,Chameleon,Chameleon,ISFJ,4w5,ISFJ - 694 - Melancholic-Phlegmatic - Extraversion 25% - Neuroticism 100% - Agreeableness 25% - Conscientiousness 75% - True Neutral,SO6,459,IEI,Melancholic-Phlegmatic,EVLF,RCOAN,Chaotic Neutral,IN(F),Extraversion 25%,Neuroticism 100%,Conscientiousness 75%,Agreeableness 25%,Openness 100%,"Si, Fe, Ti, Ne",2,11,Gaming,36306,Super Sus,TRUE,5,5,3,32,0,1,Chamaleon-Man_22 ??,2023/1/20 12:34,2026/1/21 17:31,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/57337bce/profile_images/cf1e5bd914b44466aa9cc87d8f093277.png,,pdb_v10_dump_part2.json,746
1036268,Scout,Scout,ISTP 6w5,5w6,ISTP - 639 - LII - RCUEI - True Neutral,sp/so,135,LII,Melancholic [Dominant],LVFE,RCUEI,Lawful Neutral,IN(T),Extraversion 25%,Neuroticism 75%,Conscientiousness 100%,Agreeableness 25%,Openness 100%,"Ti, Se, Ni, Fe",2,11,Gaming,36306,Super Sus,TRUE,3,3,2,21,0,0,Chamaleon-Man_22 ??,2023/1/20 12:38,2026/1/9 5:38,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/8028a363/profile_images/ff99c1d7b1164916b84e18eca29ae846.png,,pdb_v10_dump_part2.json,749
1036274,Veteran,Veteran,ISTJ 6w5,6w5,ISTJ - 6w5 - so/sp - IS(T) - LSI - Melancholic-Choleric - Extraversion 25% - Lawful Neutral,so/sp,613,LSI,Melancholic-Choleric,LVFE,RCOEN,Lawful Good,IS(T),Extraversion 25%,Neuroticism 100%,Conscientiousness 100%,Agreeableness 25%,Openness 50%,"Si, Te, Fi, Ne",2,11,Gaming,36306,Super Sus,TRUE,3,3,3,26,0,0,Chamaleon-Man_22 ??,2023/1/20 12:39,2026/1/9 21:37,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/a8379e62/profile_images/c3a9c5551a344ab38762cef298982053.png,,pdb_v10_dump_part2.json,750
1036270,Mayor,Mayor,ENTJ,8w7,ENTJ - 836 - EN(T) - LIE - Choleric [Dominant] - Conscientiousness 100% - SLOEI - Lawful Evil,so/sp,378,LIE,Choleric [Dominant],VLFE,SCOEI,Lawful Evil,EN(T),Extraversion 100%,Neuroticism 0%,Conscientiousness 100%,Agreeableness 50%,Openness 75%,"Te, Ni, Se, Fi",2,11,Gaming,36306,Super Sus,TRUE,3,3,2,21,0,0,Chamaleon-Man_22 ??,2023/1/20 12:39,2026/1/9 19:28,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/17beb75b/profile_images/71362539214346888deba285b71d7e86.png,,pdb_v10_dump_part2.json,751
1036231,Janitor,Janitor,INTJ 5w6,5w6,INTJ - 5w6 - SP9 - 136 - SLI - Melancholic-Choleric - Neuroticism 0% - Agreeableness 50% - Conscientiousness 100% - Openness 75% - Lawful Evil,sp/so,136,ILI,Melancholic-Choleric,FLEV,RCOAI,Lawful Evil,IN(T),Extraversion 25%,Neuroticism 0%,Conscientiousness 100%,Agreeableness 50%,Openness 75%,"Ni, Te, Fi, Se",2,11,Gaming,36306,Super Sus,TRUE,8,8,4,28,0,3,Chamaleon-Man_22 ??,2023/1/20 12:33,2026/1/6 17:51,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/403c78f1/profile_images/b8681963349847ad88c76729784eed67.png,,pdb_v10_dump_part2.json,752
1036254,Arsonist,Arsonist,ESTP 8w7,8w7,ESTP - 8w7 - 873 - ES - Choleric [Dominant] - Extraversion 100% - Agreeableness 0% - Conscientiousness 0% - Openness 25% - SLUEN - Chaotic Evil,sx/sp,873,ILI,Choleric [Dominant],VFLE,RLUEI,Chaotic Evil,ES,Extraversion 100%,Neuroticism 100%,Conscientiousness 0%,Agreeableness 0%,Openness 25%,"Se, Ti, Fe, Ni",2,11,Gaming,36306,Super Sus,TRUE,4,4,4,42,3,3,Chamaleon-Man_22 ??,2023/1/20 12:36,2026/1/2 16:16,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/85dd7290/profile_images/1ac170864ac64089a3f07cac8a636848.png,,pdb_v10_dump_part2.json,753
1036247,Joker,Joker,ENTP 4w5,4w5,ENTP - 4w5 - 378 - EN(T) - VLEF - Extraversion 75% - Neuroticism 75% - Agreeableness 25% - Conscientiousness 25% - Openness 100% - Chaotic Evil,so/sp,378,IEE,Choleric-Sanguine,VLEF,RLUEI,Chaotic Evil,EN(T),Extraversion 75%,Neuroticism 75%,Conscientiousness 25%,Agreeableness 25%,Openness 100%,"Ne, Ti, Fe, Si",2,11,Gaming,36306,Super Sus,TRUE,4,4,5,41,1,8,Chamaleon-Man_22 ??,2023/1/20 12:35,2026/1/2 16:44,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/665a9069/profile_images/769ebc2426534dd68c75d399518734fd.png,,pdb_v10_dump_part2.json,754
1036278,Grinch,Grinch,XXXX 2w3,2w3,2w3 - IN(T) - Melancholic-Phlegmatic - Extraversion 0% - Neuroticism 75% - Agreeableness 25% - RCOAI,so/sp,261,EII,Melancholic-Phlegmatic,LEFV,RCOAI,Chaotic Good,IN(T),Extraversion 0%,Neuroticism 75%,Conscientiousness 100%,Agreeableness 25%,Openness 75%,"?, ?, ?, ?",2,11,Gaming,36306,Super Sus,TRUE,2,2,2,23,0,0,Chamaleon-Man_22 ??,2023/1/20 12:40,2026/1/11 0:13,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/caa7e627/profile_images/e1c5c1d74e4640d49d8093798a823d67.png,,pdb_v10_dump_part2.json,755
1036310,Time Master,Time Master,ENFJ 2w3,2w1,ENFJ - 2w3 - so/sp - IN(F) - IEI - Extraversion 25% - Agreeableness 75% - SCOAN,so/sp,251,IEI,Melancholic-Phlegmatic,FVLE,RLOAI,Lawful Good,IN(F),Extraversion 25%,Neuroticism 75%,Conscientiousness 100%,Agreeableness 75%,Openness 100%,"Fe, Ni, Se, Ti",2,11,Gaming,36306,Super Sus,TRUE,3,3,2,21,0,0,Chamaleon-Man_22 ??,2023/1/20 12:46,2026/1/11 22:53,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/cde94963/profile_images/6634fd67224e457a82d550de1bdf32a7.png,,pdb_v10_dump_part2.json,756
1036313,Black Jack,Black Jack,ENTP,7w6,ENTP - sp/so - 738 - ES(T) - ILE - VLEF - Sanguine [Dominant] - SLUEI - Chaotic Evil,sp/so,738,ILE,Choleric-Sanguine,VLEF,SCUEN,Chaotic Evil,ES(T),Extraversion 75%,Neuroticism 25%,Conscientiousness 50%,Agreeableness 25%,Openness 75%,"Ne, Ti, Fe, Si",2,11,Gaming,36306,Super Sus,TRUE,7,7,7,35,0,1,Chamaleon-Man_22 ??,2023/1/20 12:46,2026/1/6 6:32,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/31804b4/profile_images/de3a7eccc502463b98df751c30da4a01.png,,pdb_v10_dump_part2.json,758
1036300,Security,Security,ESFJ 6w7,6w5,ESFJ - sp/so - 621 - EF(S) - SLE - FELV - Sanguine [Dominant] - Extraversion 25% - SCOAN,sp/so,613,LSI,Choleric-Melancholic,FELV,RCOAI,Lawful Good,EF(S),Extraversion 25%,Neuroticism 25%,Conscientiousness 100%,Agreeableness 50%,Openness 25%,"Fe, Si, Ne, Ti",2,11,Gaming,36306,Super Sus,TRUE,5,5,2,28,0,0,Chamaleon-Man_22 ??,2023/1/20 12:44,2026/1/11 5:22,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/1e01d405/profile_images/9ca38ff6e87343acaf3d9b3cd7d9621a.png,,pdb_v10_dump_part2.json,759
1036173,Sheriff,Sheriff,ENFJ 5w6,5w6,ENFJ - 5w6 - IN(T) - VEFL - Melancholic-Choleric - Extraversion 50% - Neuroticism 25% - Agreeableness 75% - Conscientiousness 100% - Openness 100% - RCOAI - Lawful Good,so/sx,163,LSI,Melancholic-Choleric,LVFE,RCOAI,Lawful Good,IN(T),Extraversion 50%,Neuroticism 25%,Conscientiousness 100%,Agreeableness 75%,Openness 100%,"Fe, Ni, Se, Ti",2,11,Gaming,36306,Super Sus,TRUE,10,10,6,33,0,2,Chamaleon-Man_22 ??,2023/1/20 12:21,2026/1/2 18:06,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/43ce58df/profile_images/2ad13bfaf4e64b3eb3dfb66bbe122d43.png,,pdb_v10_dump_part2.json,761
1036185,Engineer,Engineer,ENFP 2w3,2w3,ENFP - 2w3 - 269 - Sanguine [Dominant] - Extraversion 100% - Conscientiousness 75% - SCOAI,so/sp,269,ESE,Sanguine [Dominant],EFLV,SCOAI,Lawful Good,EN(F),Extraversion 100%,Neuroticism 0%,Conscientiousness 75%,Agreeableness 100%,Openness 100%,"Ne, Fi, Te, Si",2,11,Gaming,36306,Super Sus,TRUE,3,3,4,42,0,2,Chamaleon-Man_22 ??,2023/1/20 12:24,2026/1/2 23:41,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/d7c45147/profile_images/d2985c2de9764edca213f715f7f7e6d6.png,,pdb_v10_dump_part2.json,762
1036208,Spy,Spy,INTP 5w4,3w4,INTP - 549 - Extraversion 75% - Neuroticism 75%,so/sx,378,ILE,Sanguine-Choleric,VFEL,SLUEI,Chaotic Neutral,EN(T),Extraversion 75%,Neuroticism 75%,Conscientiousness 25%,Agreeableness 50%,Openness 100%,"Ti, Ne, Si, Fe",2,11,Gaming,36306,Super Sus,TRUE,5,5,2,21,1,1,Chamaleon-Man_22 ??,2023/1/20 12:29,2026/1/6 6:19,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/2d43f2fe/profile_images/5a1ccb1443384097b4437fc4ac51ab52.png,,pdb_v10_dump_part2.json,765
1036213,Vigiler,Vigiler,ISFP,9w1,ISFP - Extraversion 0% - Lawful Neutral,sp/so,952,ILI,Phlegmatic [Dominant],VLFE,RLUAI,Lawful Neutral,IN(T),Extraversion 0%,Neuroticism 75%,Conscientiousness 50%,Agreeableness 75%,Openness 100%,"Fi, Se, Ni, Te",2,11,Gaming,36306,Super Sus,TRUE,4,4,1,18,0,3,Chamaleon-Man_22 ??,2023/1/20 12:30,2026/1/27 0:58,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/52bcf1cb/profile_images/c10e276283d44e7980438a34e4400924.png,,pdb_v10_dump_part2.json,766
1036189,Detective,Detective,ISTJ 6w5,6w5,ISTJ - 6w5 - sp/so - LVFE - Phlegmatic [Dominant] - Extraversion 25% - Neuroticism 25% - Conscientiousness 100%,sp/so,146,ILI,Melancholic-Choleric,LVFE,RCOAI,Lawful Good,IN(T),Extraversion 25%,Neuroticism 25%,Conscientiousness 100%,Agreeableness 75%,Openness 100%,"Si, Te, Fi, Ne",2,11,Gaming,36306,Super Sus,TRUE,6,6,3,34,0,0,Chamaleon-Man_22 ??,2023/1/20 12:25,2026/1/21 17:30,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/4f1343fe/profile_images/f276517e7bcb4b67ac7b8a136fe55022.png,,pdb_v10_dump_part2.json,767
1036198,Guardian,Guardian,ISFJ 6w7,6w7,ISFJ - 6w7 - 629 - FVLE - Neuroticism 50% - Agreeableness 100% - Openness 50% - Lawful Good,so/sp,126,ESI,Phlegmatic-Melancholic,FVLE,RCOAN,Lawful Good,IS(F),Extraversion 50%,Neuroticism 50%,Conscientiousness 100%,Agreeableness 100%,Openness 50%,"Si, Fe, Ti, Ne",2,11,Gaming,36306,Super Sus,TRUE,4,4,3,23,0,0,Chamaleon-Man_22 ??,2023/1/20 12:27,2026/1/6 3:13,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/e7bbaab8/profile_images/a4e0408a22e249e2b98b177783399cdf.png,,pdb_v10_dump_part2.json,768
1036196,Seer,Seer,INFJ 4w5,4w5,INFJ - 4w5 - EII - ELVF - RCOAI - Lawful Good,SO4,549,EII,Melancholic-Phlegmatic,ELVF,RCOAI,Lawful Good,IN(F),Extraversion 25%,Neuroticism 25%,Conscientiousness 75%,Agreeableness 75%,Openness 100%,"Ni, Fe, Ti, Se",2,11,Gaming,36306,Super Sus,TRUE,5,5,4,27,0,0,Chamaleon-Man_22 ??,2023/1/20 12:27,2026/1/6 1:08,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/2d34b66/profile_images/a36677f07b724072b2a48482811a5a7f.png,,pdb_v10_dump_part2.json,769
1036205,Hacker,Hacker,INTP 5w4,5w4,INTP - sx/so - 541 - IN(T) - LFVE - Extraversion 0% - RCOEI - Lawful Neutral,sp/so,358,ILI,Melancholic-Phlegmatic,LFVE,RCOAI,Lawful Good,IN(T),Extraversion 0%,Neuroticism 75%,Conscientiousness 100%,Agreeableness 25%,Openness 100%,"Ti, Ne, Si, Fe",2,11,Gaming,36306,Super Sus,TRUE,4,4,2,27,0,1,Chamaleon-Man_22 ??,2023/1/20 12:28,2026/1/9 4:46,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/8307f3af/profile_images/d7e8bad88fbc4f089ccab81ee10cac58.png,,pdb_v10_dump_part2.json,770
1036202,Agent,Agent,ESTJ 8w9,8w9,ESTJ - 8w9 - so/sp - ET(S) - Extraversion 25% - Openness 50% - Lawful Good,so/sp,136,LSI,Melancholic [Dominant],LVFE,RCOEN,Lawful Good,ET(S),Extraversion 25%,Neuroticism 75%,Conscientiousness 100%,Agreeableness 75%,Openness 50%,"Te, Si, Ne, Fi",2,11,Gaming,36306,Super Sus,TRUE,6,6,5,38,1,2,Chamaleon-Man_22 ??,2023/1/20 12:28,2026/1/9 1:25,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/22e94cb6/profile_images/cbe8cfec82d74d47b2d1edb6fd318758.png,,pdb_v10_dump_part2.json,771
1036194,Doctor,Doctor,ISFJ 2w1,2w1,ISFJ - 2w1 - sp/so - ES(F) - FVLE - Choleric [Dominant] - Extraversion 75% - Openness 50% - Lawful Good,so/sp,261,ESE,Choleric [Dominant],FLVE,SCOAI,Lawful Good,ES(F),Extraversion 75%,Neuroticism 25%,Conscientiousness 100%,Agreeableness 100%,Openness 50%,"Si, Fe, Ti, Ne",2,11,Gaming,36306,Super Sus,TRUE,5,5,3,28,0,0,Chamaleon-Man_22 ??,2023/1/20 12:26,2026/1/21 17:31,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/5a5697d1/profile_images/dd1b119408de4898ace1408b2a623791.png,,pdb_v10_dump_part2.json,772
1036449,Lieutenant,Lieutenant,ESTJ,1w9,ESTJ - 1w9 - ET(S) - VLFE - Extraversion 75% - Neuroticism 25% - Agreeableness 50% - Conscientiousness 100% - Openness 50% - SCOAN - Lawful Evil,so/sp,163,,Phlegmatic-Choleric,,SCOAN,Lawful Evil,ET(S),Extraversion 75%,Neuroticism 25%,Conscientiousness 100%,Agreeableness 50%,Openness 50%,"Te, Si, Ne, Fi",2,11,Gaming,1655,Fallout,TRUE,28,28,4,30,3,3,Kirei,2023/1/20 13:11,2025/10/11 5:58,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/229895/profile_images/5beec39cbf1d4217ac8fa1a22884a26f.png,"The Lieutenant of the Master's Army (sometimes called Lou Tenant, or simply Lou) is the right hand of the Master and the commander of the Mariposa Military Base. He serves as the secondary antagonist of Fallout.",pdb_v10_dump_part2.json,778
1036750,Warden,Warden,ESTJ,1w9,ESTJ - LSE - Phlegmatic-Choleric - Extraversion 75% - Neuroticism 25% - Lawful Good,so/sp,126,LSE,Phlegmatic-Choleric,LVFE,SCOAI,Lawful Good,ES(T),Extraversion 75%,Neuroticism 25%,Conscientiousness 100%,Agreeableness 75%,Openness 50%,"Te, Si, Ne, Fi",2,11,Gaming,36306,Super Sus,TRUE,5,5,3,25,0,1,Chamaleon-Man_22 ??,2023/1/20 14:11,2026/1/13 20:42,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/1fbbb056/profile_images/686c4517f06b4d9db0eeebc67a17aff0.png,,pdb_v10_dump_part2.json,786
1036754,Samurai,Samurai,ENFJ,1w2,ENFJ - so/sx - 296 - EF(N) - IEE - Extraversion 25% - Neuroticism 25% - Agreeableness 75% - Openness 25% - Lawful Good,so/sp,162,IEE,Melancholic-Choleric,LVFE,RCOAN,Lawful Good,EF(N),Extraversion 25%,Neuroticism 25%,Conscientiousness 100%,Agreeableness 75%,Openness 25%,"Fe, Ni, Se, Ti",2,11,Gaming,36306,Super Sus,TRUE,3,3,2,26,0,0,Chamaleon-Man_22 ??,2023/1/20 14:12,2026/1/13 22:07,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/1efa151e/profile_images/12c47501c3ce4b8abf00e24801b57f82.png,,pdb_v10_dump_part2.json,787
1036777,Empress,Empress,ENTJ 8w7,8w7,ENTJ - 8w7 - so/sp - EN(T) - LIE - Choleric-Melancholic - Extraversion 100% - Conscientiousness 100% - SCOEI - Lawful Evil,so/sp,387,LIE,Choleric-Melancholic,FLVE,SCOEI,Lawful Evil,EN(T),Extraversion 100%,Neuroticism 25%,Conscientiousness 100%,Agreeableness 25%,Openness 75%,"Te, Ni, Se, Fi",2,11,Gaming,36306,Super Sus,TRUE,3,3,2,22,0,0,Chamaleon-Man_22 ??,2023/1/20 14:15,2026/1/6 22:05,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/556b6ae2/profile_images/5453bd27b2d44f2a8ca4e33f48a2cd86.png,,pdb_v10_dump_part2.json,788
1037260,Bizarro Jay,Bizarro Jay,ENTP 7w8,7w8,ENTP - 7w8 - 738 - ILE - Sanguine-Choleric - Neuroticism 25% - Agreeableness 25%,sp/sx,738,,Sanguine-Choleric,,SCUEI,Chaotic Evil,EN,Extraversion 100%,Neuroticism 25%,Conscientiousness 25%,Agreeableness 25%,Openness 100%,"Ne, Ti, Fe, Si",2,7,Cartoons,1788,Ninjago: Masters of Spinjitzu (2011),TRUE,9,9,6,27,0,27,oceanic_saddler,2023/1/20 15:35,2025/6/8 7:27,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/13ff3b95/profile_images/0cc387a1bbff4f4cacd0f4f34e048969.png,Bizarro Jay was one of the four evil ninja and an evil doppelg?nger of Jay. He was created by Lord Garmadon with the use of the Mega Weapon in an attempt to destroy the ninja.,pdb_v10_dump_part2.json,807
1037371,Bizarro Zane,Bizarro Zane,ENTJ 5w6,5w6,ENTJ - 5w6 - LIE - Phlegmatic-Choleric,sp/so,583,,Phlegmatic-Choleric,,RCOEI,Neutral Evil,ET(N),Extraversion 50%,Neuroticism 0%,Conscientiousness 100%,Agreeableness 25%,Openness 75%,"Te, Ni, Se, Fi",2,7,Cartoons,1788,Ninjago: Masters of Spinjitzu (2011),TRUE,6,6,1,18,0,4,oceanic_saddler,2023/1/20 15:49,2024/3/30 15:05,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/83617257/profile_images/d7984d26c3954989a237d17943907d15.png,Bizarro Zane was one of the four evil ninja and an evil doppelg?nger of Zane. He was created by Lord Garmadon with the use of the Mega Weapon in an attempt to destroy the ninja.,pdb_v10_dump_part2.json,810
1037293,Bizarro Cole,Bizarro Cole,ESTP 8w9,8w9,ESTP - 8w9 - sp/sx - 853 - SLE - Choleric-Phlegmatic - Extraversion 75% - Neuroticism 25% - RCOEN,sp/sx,853,SLE,Choleric-Phlegmatic,,RCOEN,Neutral Evil,ET(S),Extraversion 75%,Neuroticism 25%,Conscientiousness 50%,Agreeableness 25%,Openness 25%,"Se, Ti, Fe, Ni",2,7,Cartoons,1788,Ninjago: Masters of Spinjitzu (2011),TRUE,7,7,2,25,0,4,oceanic_saddler,2023/1/20 15:40,2025/11/5 8:51,TRUE,TRUE,TRUE,TRUE,https://static1.personalitydatabase.net/2/pdb-images-prod/3edf2208/profile_images/2e5a81645384469bbb64f66d54367c5c.png,Bizarro Cole was one of the four evil ninja and an evil doppelg?nger of Cole. He was created by Lord Garmadon with the use of the Mega Weapon in an attempt to destroy the ninja.,pdb_v10_dump_part2.json,815
